# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos 27410 3 1 0 0.5243 0.486 0.502 0.547 0.556 2.4433 1.4575 0.98583 13371000000.0 4111000000.0 0.0 0.5243 3.0 94.49 22.14 4246800000.0 2740700000.0 -1.74 -99.0 -99.0 -99.0 -99.0 27410 00000 -1.0
cosmos 20366 2 1 1 0.6331 0.5871 0.6183 0.6488 0.6603 5.112 1.4095 3.7025 12932000000.0 15440000000.0 0.0 0.6331 2.0 59.56 22.82 16893000000.0 10293000000.0 -1.82 -99.0 -99.0 -99.0 -99.0 20366 cosmos-28-G141_20366 0.63313
cosmos 24254 1 1 1 0.7023 -1.0 -1.0 -1.0 -1.0 1.931 0.69807 1.2329 6404300000.0 5141400000.0 1.0 0.7023 1.0 24.13 27.05 4073700000.0 3427600000.0 -1.34 9.34 4.22 108.57 51.17 24254 cosmos-15-G141_24254 0.70659
cosmos 9389 2 1 1 0.7437 0.7137 0.7219 0.7478 0.7573 1.5398 1.3685 0.17136 12555000000.0 714590000.0 0.0 0.7437 2.0 41.71 27.32 108170000.0 476390000.0 0.68 -0.71 1.05 -11.01 16.03 9389 cosmos-12-G141_09389 0.74368
cosmos 29248 3 1 0 0.6943 0.67 0.675 0.715 0.719 5.5255 4.2016 1.3239 38547000000.0 5520700000.0 0.0 0.6943 3.0 149.0 22.2 2830700000.0 3680500000.0 -0.41 -99.0 -99.0 -99.0 -99.0 29248 00000 -1.0
cosmos 31718 3 1 0 0.9856 0.947 0.962 1.011 1.022 6.0457 2.9742 3.0715 27286000000.0 12809000000.0 0.0 0.9856 3.0 49.21 17.44 11034000000.0 8539100000.0 -1.4 -99.0 -99.0 -99.0 -99.0 31718 00000 -1.0
cosmos 32235 3 1 0 0.5202 0.497 0.502 0.539 0.553 1.8527 1.6985 0.15419 15582000000.0 643010000.0 0.0 0.5202 3.0 112.4 15.65 139790000.0 428670000.0 0.91 -99.0 -99.0 -99.0 -99.0 32235 00000 -1.0
cosmos 32609 3 1 0 0.7859 0.755 0.762 0.807 0.824 0.9637 0.78102 0.18268 7165300000.0 761780000.0 0.0 0.7859 3.0 21.24 19.13 51361000.0 507850000.0 2.93 -99.0 -99.0 -99.0 -99.0 32609 00000 -1.0
cosmos 6602 2 1 1 0.9089 0.9056 0.9069 0.9095 0.9107 3.93 1.4614 2.4686 13407000000.0 10294000000.0 0.0 0.9089 2.0 31.48 27.17 7550500000.0 6862900000.0 -1.09 19.73 1.31 183.64 12.91 6602 cosmos-19-G141_06602 0.90885
cosmos 13480 2 1 1 0.8617 0.8534 0.858 0.8634 0.866 2.6251 2.3385 0.28665 21454000000.0 1195400000.0 0.0 0.8617 2.0 56.48 26.91 120640000.0 796900000.0 2.45 5.97 1.37 56.55 13.29 13480 cosmos-20-G141_13480 0.86172
cosmos 25645 2 1 1 0.7203 0.7054 0.7126 0.7275 0.7355 5.9051 4.1995 1.7056 38527000000.0 7112700000.0 0.0 0.7203 2.0 137.2 17.21 3745200000.0 4741800000.0 -0.41 10.36 4.82 41.43 19.74 25645 cosmos-07-G141_25645 0.7203
cosmos 5558 2 1 1 0.9309 0.9233 0.9269 0.9329 0.9356 10.364 8.573 1.791 78651000000.0 7468800000.0 0.0 0.9309 2.0 172.2 20.11 3314900000.0 4979200000.0 -0.09 11.35 1.92 77.0 13.31 5558 cosmos-19-G141_05558 0.93093
cosmos 6451 2 1 1 0.9513 0.9429 0.9466 0.9535 0.9569 11.13 10.9 0.2308 99996000000.0 962460000.0 0.0 0.9513 2.0 204.2 27.63 482320000.0 641640000.0 -0.5 8.55 1.49 153.12 28.5 6451 cosmos-06-G141_06451 0.95131
cosmos 30730 3 1 0 0.5961 0.557 0.567 0.627 0.647 3.6548 1.7935 1.8612 16454000000.0 7761600000.0 0.0 0.5961 3.0 84.91 21.39 8234200000.0 5174400000.0 -1.82 -99.0 -99.0 -99.0 -99.0 30730 00000 -1.0
cosmos 11884 2 1 1 0.8414 0.789 0.8157 0.8562 0.8847 3.4755 2.6884 0.78705 24665000000.0 3282100000.0 0.0 0.8414 2.0 66.76 20.63 3109000000.0 2188100000.0 -1.56 0.88 2.02 12.88 29.22 11884 cosmos-23-G141_11884 0.84135
cosmos 17872 2 1 1 0.6753 0.6604 0.6681 0.6811 0.6875 6.0233 5.7575 0.26587 52821000000.0 1108700000.0 0.0 0.6753 2.0 216.0 26.14 296010000.0 739150000.0 0.74 3.84 2.63 27.13 18.66 17872 cosmos-18-G141_17872 0.67531
cosmos 989 3 1 0 0.5332 0.499 0.513 0.554 0.568 4.4978 2.2971 2.2007 21074000000.0 9177400000.0 0.0 0.5332 3.0 142.8 26.12 8793900000.0 6118300000.0 -1.67 -99.0 -99.0 -99.0 -99.0 989 00000 -1.0
cosmos 30395 3 1 0 0.6923 0.658 0.672 0.715 0.72 6.3172 5.3638 0.95335 49209000000.0 3975600000.0 0.0 0.6923 3.0 191.4 57.9 1967000000.0 2650400000.0 -0.46 -99.0 -99.0 -99.0 -99.0 30395 00000 -1.0
