# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
uds 40191 3 1 0 1.3598 1.186 1.261 1.44 1.521 0.72592 -99.0 0.72592 -99.0 3027200000.0 2.0 1.36 3.0 -0.9667 20.67 1586800000.0 2018100000.0 -0.42 4.25 0.75 339.21 78.43 40191 uds-26-G141_40191 1.40969
uds 19308 2 1 1 1.1054 0.9686 1.0194 1.1442 1.2141 0.63441 0.46912 0.16529 4303900000.0 689280000.0 1.0 1.105 2.0 5.021 25.22 56513000.0 459520000.0 2.47 0.3 0.7 12.98 30.79 19308 uds-11-G141_19308 1.10539
uds 35026 3 1 0 1.4643 1.232 1.367 1.566 1.665 0.32011 -99.0 0.32011 -99.0 1334900000.0 2.0 1.464 3.0 -20.01 20.9 702180000.0 889950000.0 -0.54 -99.0 -99.0 -99.0 -99.0 35026 uds-04-G141_35026 1.70743
uds 40445 3 1 0 1.0187 0.873 0.947 1.086 1.132 0.79515 -99.0 0.79515 -99.0 3315900000.0 2.0 1.019 3.0 -20.56 25.16 2211500000.0 2210600000.0 -0.95 1.48 2.13 45.94 66.18 40445 uds-25-G141_40445 1.02993
uds 31968 3 1 0 1.1157 1.044 1.077 1.156 1.185 0.50762 -99.0 0.50762 -99.0 2116800000.0 2.0 1.116 3.0 -33.61 17.77 1119200000.0 1411200000.0 -0.48 -99.0 -99.0 -99.0 -99.0 31968 00000 -1.0
uds 41605 3 1 0 1.1469 1.001 1.073 1.226 1.284 0.23603 -99.0 0.23603 -99.0 984270000.0 2.0 1.147 3.0 -45.89 17.28 61424000.0 656180000.0 2.92 -99.0 -99.0 -99.0 -99.0 41605 00000 -1.0
uds 34783 3 1 0 1.084 0.987 1.036 1.137 1.178 0.47855 -99.0 0.47855 -99.0 1995600000.0 2.0 1.084 3.0 -24.58 16.0 172980000.0 1330400000.0 2.66 -99.0 -99.0 -99.0 -99.0 34783 00000 -1.0
uds 16503 2 1 1 1.0473 1.0306 1.041 1.1788 1.1919 0.34574 -99.0 0.34574 -99.0 1441800000.0 2.0 1.047 2.0 -24.6 20.66 404110000.0 961190000.0 0.42 0.74 0.63 9.69 8.26 16503 uds-15-G141_16503 1.04726
uds 30097 2 1 1 1.0834 1.069 1.0779 1.0955 1.107 0.38259 -99.0 0.38259 -99.0 1595400000.0 2.0 1.083 2.0 -6.416 27.11 353600000.0 1063600000.0 0.54 0.24 0.69 3.1 9.01 30097 uds-20-G141_30097 1.0834
uds 30028 2 1 1 1.0959 1.0827 1.0908 1.1092 1.1201 0.77464 -99.0 0.77464 -99.0 3230400000.0 2.0 1.096 2.0 -9.764 27.73 597360000.0 2153600000.0 1.28 0.02 0.73 0.25 10.93 30028 uds-23-G141_30028 1.09594
uds 34388 3 1 0 1.0741 0.998 1.029 1.118 1.155 1.965 1.5759 0.38911 14458000000.0 1622700000.0 1.0 1.074 3.0 18.76 26.8 93818000.0 1081800000.0 3.05 -99.0 -99.0 -99.0 -99.0 34388 00000 -1.0
